,holiday,workingday,temp,atemp,humidity,windspeed,count,weekdaydata,weather_1.0,weather_2.0,season_1.0,season_2.0,season_3.0,day_of_week_0.0,day_of_week_1.0,day_of_week_2.0,day_of_week_3.0,day_of_week_4.0,day_of_week_5.0,month_1.0,month_2.0,month_3.0,month_4.0,month_5.0,month_6.0,month_7.0,month_8.0,month_9.0,month_10.0,month_11.0
10,0.0,0.0,0.8024892446959787,0.7508005040330845,1.4787469068656376,0.48599575474786205,5255.0,True,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,0.0,0.0,1.1598709332185069,1.0528851476736245,-0.5029216455554958,1.454816583917299,4334.0,True,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0.0,1.0,-1.3418008864391897,-1.4644868826642097,-0.9686766792178475,0.5098580849026008,2210.0,False,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13,0.0,1.0,0.4451075561734507,0.5494107416060577,-0.79427578291651,0.4938816988857698,7384.0,False,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14,0.0,0.0,-0.44834666513286947,-0.35684318931556264,0.7491721493503268,-1.167176764729728,4381.0,True,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0.0,0.0,0.5344529783040827,0.5494107416060577,-0.6024347969850388,0.430244558103529,8227.0,True,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,0.0,0.0,-0.9844191979166615,-0.9610124765966428,-0.27398210096280373,0.3826860522086269,2132.0,True,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,0.0,1.0,0.35576213404281865,0.44871586039254435,-0.79427578291651,-1.2625110553693613,7767.0,False,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,0.0,1.0,-0.5376920872635015,-0.5582329517425894,-1.581988823222835,2.862540689741113,4569.0,False,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19,0.0,0.0,-0.8950737757860295,-0.8603175953831295,1.6996570341926163,-0.7381149418617188,2455.0,True,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,0.0,1.0,-0.8950737757860295,-0.7596227141696161,-0.14027242178649438,-1.1194648855290643,5146.0,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21,0.0,0.0,-0.9844191979166615,-0.9610124765966428,-0.704166327815535,-0.14986440872200638,5107.0,True,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,1.0,0.0,-1.0737646200472937,-1.0617073578101561,-0.8852642185348436,0.6215649759322821,1317.0,False,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.0,1.0,-1.8778734192229818,-1.8672664075182632,-0.21003278030702938,-0.04654192507395774,1501.0,False,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,0.0,1.0,-0.5376920872635015,-0.5582329517425894,2.347849357457872,0.9629483923399237,705.0,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.0,1.0,-0.26965582087160544,-0.15545342688853586,-1.0093678963428756,0.21573920888715126,5298.0,False,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,0.0,1.0,-0.5376920872635015,-0.5582329517425894,0.05737960200973703,2.5208633078307616,1795.0,False,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,0.0,0.0,0.08772586765092262,0.2473260979655176,-0.015282787425251907,-1.4851196275734757,4333.0,True,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,1.0,0.0,1.1598709332185069,1.153580028887138,1.095064935002695,-0.5075693010844424,6034.0,False,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,0.0,0.0,-0.8057283536553975,-0.8603175953831295,0.4341134421640346,0.7375407573056606,801.0,True,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,0.0,0.0,0.6237984004347147,0.6501056228195711,-0.40187376623850013,0.43818162667669075,6118.0,True,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,0.0,1.0,-1.6991825749617178,-1.6658766450912363,1.1104819742357346,-0.8631525293838435,1167.0,False,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32,0.0,1.0,-1.3418008864391897,-1.4644868826642097,1.9845095061395164,0.342693962731296,1685.0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
33,0.0,0.0,-0.9844191979166615,-1.0617073578101561,-0.8000868207812697,-0.022641251592778636,3926.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,0.0,1.0,-1.0737646200472937,-1.0617073578101561,0.15203743248625168,-0.0833898617831764,2056.0,False,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,1.0,0.0,1.2492163553491389,1.153580028887138,0.02831743665008247,-1.3976712810717502,6043.0,False,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,0.0,1.0,-0.44834666513286947,-0.35684318931556264,2.0310187371651574,-0.006715990011201673,5170.0,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.0,1.0,0.9811800889572427,0.9521902664601112,0.9526421870471717,-0.2531741112612412,4835.0,False,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,0.0,1.0,-0.6270375093941335,-0.5582329517425894,-0.46000507299366256,0.5577361185178394,4773.0,False,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
39,0.0,1.0,0.8918346668266107,0.8514953852465978,0.545702111653484,0.23160056492466086,4338.0,False,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,0.0,1.0,1.1598709332185069,1.153580028887138,0.30444986378191624,-0.6346390849079084,7580.0,False,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
41,0.0,1.0,1.785288888132931,1.6570544349547047,-1.2767872546954944,-0.5712064418666832,6207.0,False,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
42,0.0,1.0,1.1598709332185069,1.0528851476736245,-0.3030442663224588,-1.4534224777160833,7713.0,False,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
43,0.0,0.0,-1.0737646200472937,-1.0617073578101561,0.13876901229564562,0.08068123205526964,2252.0,True,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44,0.0,1.0,0.6237984004347147,0.5494107416060577,1.6647768549323487,2.1312951111963576,4073.0,False,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,0.0,1.0,-0.9844191979166615,-0.9610124765966428,-0.6402239831956125,-0.2930128274328107,4098.0,False,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
46,0.0,0.0,0.08772586765092262,0.2473260979655176,-1.163426672099625,0.4144215453924599,7907.0,True,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,0.0,1.0,-0.1803103987409734,-0.0547585456750225,-0.305953273272765,0.47817371615402166,4608.0,False,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
48,0.0,1.0,-0.8057283536553975,-0.8603175953831295,-1.6604692265584369,0.03302047728986005,4363.0,False,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49,0.0,0.0,-0.7163829315247655,-0.5582329517425894,1.8944070270743942,-0.41996758127695544,3228.0,True,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0.0,1.0,-0.8950737757860295,-0.8603175953831295,-0.7157953795809081,-0.11801388555885209,4169.0,False,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51,0.0,0.0,-0.8950737757860295,-0.7596227141696161,-0.5646456107744651,0.2713242511169091,4067.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,0.0,1.0,-0.7163829315247655,-0.6589278329561027,1.1793633522389104,-0.12610432743777553,4097.0,False,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
53,0.0,1.0,-1.9672188413536138,-2.06865616994529,-1.1401685685688778,1.4080505067688314,1406.0,False,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
54,0.0,1.0,-0.0016195544797093877,0.14663121675200425,-0.983207761897675,-0.6189822266114141,7436.0,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,0.0,1.0,0.35576213404281865,0.44871586039254435,-0.884385238017485,-0.968443303789166,6312.0,False,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
56,0.0,1.0,0.8024892446959787,0.7508005040330845,0.5776802599992961,-0.22926065667124895,6770.0,False,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
57,0.0,1.0,-1.6098371528310857,-1.6658766450912363,-0.39315372142343374,-0.45995967075428634,2729.0,False,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.0,1.0,1.517252621741035,1.5563595537411914,-0.4193138558686344,-0.10213974841252904,5823.0,False,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
59,0.0,0.0,1.0705255110878749,1.153580028887138,0.45559963258835884,-0.6026863128742467,6969.0,True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,0.0,0.0,0.9811800889572427,0.9521902664601112,1.507816048261145,2.3617385031031257,1115.0,True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61,0.0,1.0,0.5344529783040827,0.5494107416060577,0.9962424111225061,-0.07030200635818859,4073.0,False,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62,0.0,0.0,-0.1803103987409734,-0.15545342688853586,1.228774614179005,-0.8173578165051997,5892.0,True,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63,0.0,1.0,-1.5204917307004537,-1.4644868826642097,1.0983506478890124,-1.451978212420162,920.0,False,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.0,0.0,-0.8950737757860295,-0.7596227141696161,0.7026629183246857,-1.2625110553693613,3649.0,True,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,0.0,1.0,-1.0737646200472937,-0.9610124765966428,-0.8727561862521119,-0.6346390849079084,3922.0,False,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66,0.0,1.0,0.8918346668266107,0.7508005040330845,0.7462631424000201,0.20780214031398955,4492.0,False,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,0.0,1.0,1.1598709332185069,1.153580028887138,0.5718622460986826,0.613231692985903,5786.0,False,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
68,0.0,0.0,-1.5204917307004537,-1.4644868826642097,-0.9425165447726469,-0.4201209545827168,1248.0,True,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69,0.0,1.0,-0.7163829315247655,-0.6589278329561027,-0.07342107021626561,0.5653536593706642,5499.0,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,0.0,0.0,-0.0909649766103414,0.04593633553849087,-2.497593528804857,0.5337715394925929,5169.0,True,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71,0.0,1.0,-1.1631100421779257,-1.263097120237183,0.44321019291511193,0.7625533872536109,1807.0,False,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
72,0.0,1.0,-1.4311463085698217,-1.4644868826642097,-1.2360890615346145,0.1283419868206796,3956.0,False,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73,0.0,1.0,1.517252621741035,1.6570544349547047,-0.3524625042984056,-0.15790372616567555,4390.0,False,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
74,0.0,0.0,-1.6098371528310857,-1.4644868826642097,-1.003556858478115,-1.5885827034184725,2743.0,True,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0.0,1.0,-0.44834666513286947,-0.35684318931556264,1.452586772420439,-0.9923439772703446,4378.0,False,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
76,0.0,1.0,0.17707128978155465,0.2473260979655176,0.7927723734256612,-0.014908680760632571,4864.0,False,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
77,1.0,0.0,-1.7885279970923498,-1.8672664075182632,-0.7768356932863762,0.5179485267815238,2298.0,False,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,0.0,1.0,1.2492163553491389,1.0528851476736245,-0.4222228628189406,0.39866243822545777,4991.0,False,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
79,0.0,1.0,1.2492163553491389,1.2542749101006514,0.24340955007644813,-0.47566765348603457,7105.0,False,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80,0.0,1.0,1.427907199610403,1.5563595537411914,0.01377937793440315,1.16951667298314,4086.0,False,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81,0.0,1.0,0.7131438225653467,0.5494107416060577,1.499096003446078,-0.5394198242475967,3907.0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
82,0.0,0.0,-2.145909685614878,-2.4714356947993434,-1.1808667617297588,2.7911198536914728,1529.0,True,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83,0.0,0.0,0.4451075561734507,0.5494107416060577,-0.5908057452196657,-0.054594023626440384,8120.0,True,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84,0.0,1.0,-0.5376920872635015,-0.5582329517425894,0.7201030079548215,1.7658704291105891,2633.0,False,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
85,0.0,1.0,0.08772586765092262,0.14663121675200425,1.3653863242697684,-1.0559811180525849,4575.0,False,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
86,0.0,1.0,-0.8057283536553975,-0.7596227141696161,-0.36408458002792593,-0.4280068987206246,5986.0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
87,1.0,0.0,-1.1631100421779257,-1.263097120237183,-0.20131273549196252,1.4955499777058108,1107.0,False,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88,0.0,1.0,1.517252621741035,1.5563595537411914,-0.4425649833635293,-0.5075693010844424,4602.0,False,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,0.0,0.0,-0.26965582087160544,-0.25614830810204925,1.772326399663456,0.5098580849026008,4036.0,True,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90,0.0,1.0,0.5344529783040827,0.2473260979655176,2.3623804401376987,-1.4374460916992524,2395.0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
91,0.0,1.0,-0.7163829315247655,-0.5582329517425894,0.8857838594410902,-1.3738089509170117,3570.0,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92,0.0,1.0,0.35576213404281865,0.34802097917903096,0.09516878822031125,0.19991619617608178,5202.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
93,0.0,1.0,-1.2524554643085577,-1.0617073578101561,0.43234152905761364,-1.381848268360681,3620.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,0.0,1.0,0.8918346668266107,0.8514953852465978,0.4410615738726795,-0.3007837415913972,4785.0,False,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
95,0.0,0.0,1.338561777479771,1.153580028887138,-1.3203874787708287,-0.968443303789166,5119.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
96,0.0,0.0,-0.44834666513286947,-0.35684318931556264,1.7752284305779134,1.9168408864152338,795.0,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97,0.0,1.0,-0.9844191979166615,-1.0617073578101561,-0.3350224146682714,0.4939328233210234,3747.0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
98,0.0,1.0,0.26641671191218663,0.2473260979655176,1.3770153760351418,-0.9364905317555039,6871.0,False,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
99,0.0,1.0,-0.9844191979166615,-0.9610124765966428,0.23759851221168699,-0.7460392293260666,4128.0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,0.0,0.0,1.785288888132931,1.959139078595245,-0.4193138558686344,-0.8333853269572844,4672.0,True,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101,0.0,1.0,0.7131438225653467,0.7508005040330845,-0.5530235350449433,-0.39632252997204587,4634.0,False,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
102,0.0,1.0,0.9811800889572427,0.9521902664601112,0.6212804840746304,-0.6585525394979009,4153.0,False,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
103,0.0,1.0,0.6237984004347147,0.6501056228195711,-1.951132736370098,0.7961037978889555,5312.0,False,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
104,0.0,1.0,-0.35900124300223746,-0.35684318931556264,0.865441738896501,1.8531526211977392,2566.0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
105,0.0,1.0,1.338561777479771,1.455664672527678,0.8596237249958896,-1.2784363169509383,3840.0,False,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106,0.0,1.0,-0.26965582087160544,-0.15545342688853586,-1.6546512126578243,-1.15925247726538,6772.0,False,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107,0.0,1.0,0.5344529783040827,0.5494107416060577,0.24340955007644813,-0.4678456148921942,8167.0,False,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
108,0.0,0.0,-0.44834666513286947,-0.35684318931556264,-0.032722877055384667,-1.2546762356667074,4308.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,0.0,1.0,1.517252621741035,1.5563595537411914,0.019597391835015594,-1.0161551829898294,3982.0,False,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110,0.0,1.0,0.9811800889572427,0.8514953852465978,-0.23619291475223,-0.881097206157948,4548.0,False,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,0.0,1.0,-0.35900124300223746,-0.35684318931556264,-1.3872388303410574,0.7482257642737171,5918.0,False,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,0.0,1.0,0.7131438225653467,0.7508005040330845,-0.9715856861681538,1.463648330107403,5020.0,False,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113,0.0,1.0,0.8024892446959787,0.7508005040330845,0.7113829631397527,-0.6109940336029989,4844.0,False,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
114,0.0,1.0,1.1598709332185069,1.0528851476736245,0.30444986378191624,0.11258287965367748,4677.0,False,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
115,0.0,1.0,1.517252621741035,1.3549697913141647,-0.6489440280106794,0.1204560426827718,4590.0,False,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116,0.0,1.0,0.6237984004347147,0.5494107416060577,1.1212250694478978,-0.5552300558498523,5115.0,False,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
117,0.0,1.0,1.1598709332185069,1.153580028887138,0.865441738896501,0.4383349999824521,4040.0,False,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
118,0.0,1.0,-0.35900124300223746,-0.25614830810204925,1.926378199384355,-0.6745800499499854,2765.0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,0.0,1.0,0.4451075561734507,0.5494107416060577,-0.9076363655123794,0.8675757583738506,7525.0,False,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120,0.0,0.0,0.08772586765092262,0.14663121675200425,0.04575752628021671,1.1219070426529845,6639.0,True,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
121,0.0,1.0,-0.44834666513286947,-0.45753807052907597,0.722251626997254,1.2519037003947335,2077.0,False,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
122,0.0,0.0,1.0705255110878749,1.0528851476736245,-0.7216064174456678,-0.8732240431288538,6544.0,True,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123,0.0,1.0,0.26641671191218663,0.34802097917903096,1.2636547934392726,-0.7142014872717262,5424.0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
124,0.0,1.0,1.1598709332185069,1.153580028887138,0.14458005016040676,0.5415935780864334,3805.0,False,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
125,0.0,1.0,0.8024892446959787,0.7508005040330845,1.1154140315831356,-1.5885315789832184,7572.0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
126,0.0,1.0,0.5344529783040827,0.5494107416060577,0.579696334360539,1.7080742550561014,3348.0,False,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
127,0.0,1.0,0.17707128978155465,0.2473260979655176,0.4730397222184936,-1.0320293201361523,4748.0,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128,0.0,1.0,0.26641671191218663,0.34802097917903096,1.214243531499178,-0.8890853991663633,6093.0,False,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
129,0.0,1.0,-0.8057283536553975,-0.6589278329561027,-0.4541940351289019,-0.5471907384061828,3910.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
130,0.0,1.0,-1.6098371528310857,-1.565181763877723,-1.4706512910240614,-1.2361947523224375,1917.0,False,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
131,0.0,1.0,-0.44834666513286947,-0.45753807052907597,0.7491721493503268,1.9406009676994647,3456.0,False,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
132,0.0,1.0,-1.4311463085698217,-1.4644868826642097,-0.8727561862521119,-0.20551335649583158,5375.0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,0.0,0.0,-1.4311463085698217,-1.565181763877723,-1.0500660895037557,2.0439617946739537,1796.0,True,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0.0,1.0,0.8024892446959787,0.5494107416060577,1.842086758183991,-0.8493617129741151,3544.0,False,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
135,0.0,1.0,0.35576213404281865,0.44871586039254435,1.0863448901876303,0.27937634966939173,2843.0,False,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
136,0.0,1.0,0.08772586765092262,0.14663121675200425,0.4236214842425458,-0.5235456871012732,7290.0,False,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
137,0.0,1.0,0.6237984004347147,0.5494107416060577,0.45559963258835884,-0.22942681108582416,4839.0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
